postcode,longitude,latitude
SE1 0TL,-0.09605422099494969,51.505584159901105
SE1 0TN,-0.09613446160952523,51.50538762601839
SE1 0TP,-0.09677908690804297,51.50547902201579
SE1 0TQ,-0.09663151223969578,51.505908270307195
SE1 0TR,-0.09671324887400026,51.50567579005804
SE1 0TW,-0.09644901218962018,51.505446687328885
SE1 0UE,-0.10178815502402795,51.504571021168125
SE1 0UG,-0.10154489371776118,51.50522354070391
SE1 0UH,-0.10206328976549761,51.505231931122275
SE1 0UJ,-0.1025555537979438,51.505869375736516
SE1 0UL,-0.10283795676533539,51.5060088327534
SE1 0UN,-0.10281459798874412,51.506224276329654
SE1 0UP,-0.10266670394841466,51.50666251924158
SE1 0UQ,-0.10220371697883565,51.504973419289236
SE1 0UR,-0.10321945132112052,51.50584414471162
SE1 0UW,-0.1040266030877954,51.50583921102682
SE1 0UX,-0.10297757488100902,51.50507586488942
SE1 0XD,-0.10364049242489846,51.50472688350883
SE1 0XE,-0.1035205958015797,51.50449113815807
SE1 0XH,-0.10263229597797018,51.50436885952755
SE1 0XN,-0.10365914699291844,51.50427755708534
SE1 0XP,-0.10377553622582773,51.50494488850911
SE1 0YA,-0.08015163452152425,51.492762255029405
SE1 1AA,-0.09192047166601583,51.502090806734394
SE1 1AF,-0.09646400969343051,51.50128337028555
SE1 1AG,-0.08015163452152425,51.492762255029405
SE1 1AH,-0.08015163452152425,51.492762255029405
SE1 1AN,-0.09404497406565648,51.501936509263956
SE1 1AP,-0.09378264703716165,51.50166246833664
SE1 1AQ,-0.08015163452152425,51.492762255029405
SE1 1AU,-0.09573555826316016,51.500093516782215
SE1 1AY,-0.09516102410699837,51.49901406941491
SE1 1AZ,-0.09180128579501069,51.502529503834396
SE1 1BA,-0.0930454886382924,51.50033756758625
SE1 1BB,-0.09333532951643572,51.500297317360044
SE1 1BD,-0.08015163452152425,51.492762255029405
SE1 1BE,-0.09319711802984083,51.500501899517836
SE1 1BF,-0.09346041344131538,51.50040726188822
SE1 1BG,-0.09371118444820967,51.500267457194646
SE1 1BH,-0.09393240760011046,51.500145156884365
SE1 1BJ,-0.09376337871451322,51.50005248371395
SE1 1BL,-0.09239103090650119,51.50289880120785
SE1 1BY,-0.09361849875456182,51.49972639579565
SE1 1DB,-0.09515368994506825,51.49953551983169
SE1 1DF,-0.09458136118275191,51.499094578389126
SE1 1DN,-0.09910137337772951,51.49884419876374
SE1 1DQ,-0.09489645822122593,51.49879394990883
SE1 1DR,-0.09924030782328873,51.499314064545175
SE1 1DX,-0.09688407673215607,51.499500665441815
SE1 1DZ,-0.09857874782777436,51.49928535495926
SE1 1EA,-0.09532801943757598,51.50122895571724
SE1 1EB,-0.09487185884978966,51.50214778152362
SE1 1ED,-0.09491046081840206,51.50122217334382
SE1 1EE,-0.0957646358043477,51.501469852996834
SE1 1EF,-0.09632243859095689,51.50156883466618
SE1 1EH,-0.0949238926059022,51.50159108714213
SE1 1EJ,-0.09511985327941025,51.50172915889676
SE1 1EL,-0.09573337974781806,51.50187401132342
SE1 1EN,-0.09464079162436914,51.5014695844675
SE1 1EP,-0.09434516794912255,51.50130291472834
SE1 1ER,-0.09572284244276424,51.50281806043695
SE1 1ES,-0.09551954365442464,51.50320143981418
SE1 1ET,-0.09509821940085195,51.50328452279781
SE1 1EU,-0.09492858423895173,51.50355154450762
SE1 1EW,-0.09576084252374047,51.50225214534996
SE1 1EX,-0.09491440267157086,51.50320060379077
SE1 1EY,-0.09495669324707792,51.50287755812567
SE1 1EZ,-0.09441574744087444,51.50237417809827
SE1 1GA,-0.09407804090069125,51.50045327145979
SE1 1GD,-0.09226447808403761,51.50385894827659
SE1 1GE,-0.0921356343752116,51.50383886716174
SE1 1GF,-0.09247033616778985,51.50410509630254
SE1 1GH,-0.09263548475998035,51.50394591600659
SE1 1GJ,-0.09214215147103742,51.50402781726719
SE1 1GN,-0.09185641531171793,51.50396921311973
SE1 1HA,-0.09503527633133443,51.502375250472355
SE1 1HB,-0.09506632270744655,51.50232179932429
SE1 1HF,-0.09543694786436727,51.50241774462583
SE1 1HG,-0.0940476760256015,51.5029077513118
SE1 1HH,-0.09184110417403833,51.50261108491463
SE1 1HJ,-0.09421963409592371,51.50189438482929
SE1 1HL,-0.09435484635598188,51.50176169338324
SE1 1HP,-0.09454405873910926,51.50206152280366
SE1 1HQ,-0.09525800520948507,51.50221700182125
SE1 1HR,-0.09170100166881771,51.50286059743676
SE1 1HT,-0.09524863736443126,51.50244166402325
SE1 1HW,-0.09123321334002726,51.50233141515975
SE1 1HX,-0.09493562884050732,51.499927651125205
SE1 1HY,-0.09480829399915583,51.49987162707678
SE1 1JA,-0.09238372247884524,51.50169367694994
SE1 1JD,-0.09335339517385136,51.500900113844494
SE1 1JE,-0.09458220190079794,51.50011075342814
SE1 1JF,-0.09451563593137688,51.502052068419026
SE1 1JG,-0.09513645372594587,51.49994889844088
SE1 1JH,-0.09546370345164107,51.49970242132138
SE1 1JJ,-0.09646278914698912,51.499583753755225
SE1 1JL,-0.09586930715634964,51.49930434172532
SE1 1JU,-0.09516257146668741,51.500704699126814
SE1 1JW,-0.09597591168463612,51.50193190465108
SE1 1JX,-0.09407031878254216,51.500983708041325
SE1 1LB,-0.09259172771948607,51.502578332809975
SE1 1LL,-0.09177401497312818,51.50352723617106
SE1 1LN,-0.09168536676358281,51.50357974918682
SE1 1LY,-0.08937705867364683,51.50502594125521
SE1 1LZ,-0.08962899524850461,51.50485918642636
SE1 1NA,-0.08949439553278488,51.50463217937701
SE1 1NB,-0.08976310223495405,51.50475345993326
SE1 1NE,-0.08989645700080764,51.50466570619152
SE1 1NF,-0.0900900399187937,51.50451598511563
SE1 1NH,-0.09037264860730881,51.504304765326985
SE1 1NJ,-0.09320413178925516,51.50275015791044
SE1 1NL,-0.09071548184243984,51.50403157730556
SE1 1NP,-0.09118064080188934,51.50358952039396
SE1 1NQ,-0.0902233933607079,51.504428230985056
SE1 1NX,-0.08979253465461406,51.50439423623499
SE1 1NY,-0.0960874824661768,51.49994635693781
SE1 1NZ,-0.09717425846510923,51.50014384702012
SE1 1PA,-0.09717425846510923,51.50014384702012
SE1 1PE,-0.09816604954339467,51.500546615811665
SE1 1PF,-0.09787881550836536,51.501216400353954
SE1 1PH,-0.09737039594770396,51.500623635725155
SE1 1PJ,-0.09702293487568636,51.50135538912653
SE1 1PP,-0.09700165275551147,51.50048276411508
SE1 1PQ,-0.09786910166711565,51.50075762158693
SE1 1PS,-0.09817933550026044,51.49988138082847
SE1 1PT,-0.09820308618290194,51.4996569516378
SE1 1PU,-0.0974678372223649,51.50001372150508
SE1 1PX,-0.09748355543573971,51.49963628835651
SE1 1PZ,-0.09629201427204191,51.500570165019994
SE1 1QE,-0.09866831133005115,51.500249012448755
SE1 1QF,-0.09886334266707766,51.50006333025477
SE1 1QG,-0.09933343339982614,51.499846135698036
SE1 1QL,-0.09453331952467645,51.500937276311824
SE1 1QN,-0.09465038141768178,51.500894215387305
SE1 1QP,-0.0958882755331983,51.50092331345122
SE1 1QQ,-0.09894187719772302,51.49956101926306
SE1 1QR,-0.09750874582947332,51.50145319693547
SE1 1QS,-0.09696738496176954,51.501651242638445
SE1 1QT,-0.0971386723116171,51.50168999230041
SE1 1QU,-0.09654495422431345,51.50176129050685
SE1 1QW,-0.09600238284088718,51.50025971549677
SE1 1QX,-0.09660384254667569,51.50207698634584
SE1 1QZ,-0.09646942122795919,51.50149927989625
SE1 1RB,-0.0958882755331983,51.50092331345122
SE1 1RD,-0.09569884760957842,51.50097419312267
SE1 1RE,-0.09569884760957842,51.50097419312267
SE1 1RF,-0.09569884760957842,51.50097419312267
SE1 1RQ,-0.09130035535243534,51.50451770419375
SE1 1RU,-0.09450846709350438,51.50464181311331
SE1 1SD,-0.0933886099635029,51.50350853351904
SE1 1SG,-0.09508900871751683,51.50385090525963
SE1 1SZ,-0.09276306245269182,51.5036512358571
SE1 1TA,-0.09363481765198338,51.504168993847344
SE1 1TD,-0.09470600300537331,51.504051512701686
SE1 1TE,-0.09438411911578534,51.504513896673004
SE1 1TJ,-0.09052866143054573,51.50505368942156
SE1 1TL,-0.09052991236330282,51.505368449935695
SE1 1TQ,-0.08996368955881903,51.50512542260467
SE1 1TU,-0.0919783967602685,51.50484347752199
SE1 1TY,-0.09131188061360702,51.50493155023507
SE1 1UL,-0.08970404398921289,51.50272017519891
SE1 1UN,-0.09423727527115952,51.50492516886008
SE1 1UP,-0.08015163452152425,51.492762255029405
SE1 1WE,-0.08015163452152425,51.492762255029405
SE1 1XF,-0.09138048387945545,51.50397945370752
SE1 1XJ,-0.08916797815867555,51.50416823993192
SE1 1XL,-0.09122710158271029,51.50420177180064
SE1 1XN,-0.09154276374840634,51.504233886740224
SE1 1XT,-0.08955063285307606,51.50397663730062
SE1 1XU,-0.09075580089825752,51.50444589222639
SE1 1XW,-0.0910752200236488,51.50438814381759
SE1 1XY,-0.08916797815867555,51.50416823993192
SE1 1YB,-0.09048796836482104,51.504648360938766
SE1 1YD,-0.09102398984008814,51.502166143238966
SE1 1YF,-0.09049536518900075,51.502058618846505
SE1 1YG,-0.09043026098523457,51.501203263620894
SE1 1YH,-0.08985394430954119,51.5012028706516
SE1 1YL,-0.08938778599809943,51.50201360195531
SE1 1YN,-0.08931480939783877,51.50134696195619
SE1 1YP,-0.09025019183581105,51.50413191232718
SE1 1YQ,-0.08985394430954119,51.5012028706516
SE1 1YR,-0.09141277596046184,51.503206617633616
SE1 1YT,-0.0910780868589629,51.50294038556671
SE1 1YU,-0.09082065487005063,51.50254951413235
SE1 1YW,-0.08908341846388644,51.50171188768087
SE1 1YX,-0.08994645238121425,51.502436360966804
SE1 1YY,-0.09129405810616757,51.50190975423818
SE1 1YZ,-0.0887038999020821,51.50217331732679
SE1 2AD,-0.07786045133231233,51.501339634331465
SE1 2AE,-0.07731673966521381,51.50159150681719
SE1 2AF,-0.08129474731104812,51.50533462680619
SE1 2AG,-0.07843570220531314,51.50205048378593
SE1 2AH,-0.07843570220531314,51.50205048378593
SE1 2AL,-0.07843570220531314,51.50205048378593
SE1 2AN,-0.07194585995776291,51.498095131830816
SE1 2AP,-0.08038907403418535,51.50528383581302
SE1 2AQ,-0.07977353334598779,51.504158677932104
SE1 2AS,-0.07143906207576024,51.502592093435645
SE1 2AT,-0.08220860043747305,51.504504271142615
SE1 2AU,-0.0803976642242595,51.50439371019835
SE1 2AW,-0.07815487977705754,51.501533304207555
SE1 2AX,-0.07025348005453862,51.50200605670053
SE1 2AY,-0.07166043810515935,51.500761242760035
SE1 2AZ,-0.07232390588290616,51.500403453672426
SE1 2BA,-0.07169037254462791,51.5007347571622
SE1 2BB,-0.07107913415421052,51.50190273612234
SE1 2BD,-0.07240876710880155,51.5007825378958
SE1 2BE,-0.07149671101254107,51.50156788477662
SE1 2BF,-0.0715069893086541,51.50064181561487
SE1 2BG,-0.07131751745600963,51.50103437427649
SE1 2BH,-0.07202379353301058,51.50102800242042
SE1 2BJ,-0.06958557616209668,51.50076307744126
SE1 2BL,-0.07004862538729159,51.500375024064915
SE1 2BN,-0.07005659787887526,51.500186310530154
SE1 2BP,-0.07114399914816029,51.500707786689546
SE1 2BQ,-0.07053689743495,51.50211863124462
SE1 2BS,-0.07216704346344854,51.50036490471237
SE1 2BT,-0.0747333508904319,51.50203472449728
SE1 2BU,-0.07361670781783518,51.50015491901
SE1 2BW,-0.07079732653851664,51.50038734305285
SE1 2BX,-0.07398688976820007,51.500259917872164
SE1 2BY,-0.0814883046729071,51.50484320106044
SE1 2BZ,-0.0717657461059412,51.50133850093601
SE1 2DA,-0.08273314907234451,51.50505240286448
SE1 2DB,-0.08043416156135211,51.50523961086413
SE1 2DD,-0.08289587091714426,51.50392199716186
SE1 2DE,-0.07298886674832919,51.5006931528198
SE1 2DF,-0.07298886674832919,51.5006931528198
SE1 2DG,-0.07060858449060632,51.501103646399805
SE1 2DH,-0.07037226770442302,51.49953504477852
SE1 2DJ,-0.07084208358300416,51.499668670847036
SE1 2DL,-0.07163513777559528,51.49897129829225
SE1 2DP,-0.07126538902237627,51.49817386822973
SE1 2DQ,-0.07092655181191647,51.500056742409335
SE1 2DR,-0.07202120673391514,51.49938231329947
SE1 2DT,-0.0725808253335189,51.49943647528725
SE1 2DU,-0.07246376715926567,51.498796076339836
SE1 2DW,-0.07102780075113051,51.49868253904705
SE1 2DX,-0.07317303598455606,51.4990595250975
SE1 2DY,-0.07318212278973933,51.49952728981703
SE1 2DZ,-0.07111895610129788,51.50130088667316
SE1 2EA,-0.07028002651727382,51.501718730188365
SE1 2EB,-0.06962570124567367,51.5011773978117
SE1 2ED,-0.0692494107450889,51.50155788533361
SE1 2EE,-0.07023726495795145,51.50102559597157
SE1 2EF,-0.06956282354117568,51.50096054025006
SE1 2EG,-0.08246325846751364,51.50255704373359
SE1 2EH,-0.07835188934393479,51.501302725094526
SE1 2EJ,-0.06901869185705138,51.50122136019443
SE1 2EL,-0.08200946775316707,51.50341291154841
SE1 2EN,-0.0814861917231008,51.50352125610473
SE1 2EP,-0.0814861917231008,51.50352125610473
SE1 2ER,-0.08306910819072295,51.504257554603775
SE1 2ES,-0.08146720681852856,51.503287138221424
SE1 2ET,-0.0801185552282737,51.50280644551105
SE1 2EU,-0.079832131666095,51.50310750430086
SE1 2EW,-0.07067182293160625,51.50165323565398
SE1 2EX,-0.07952588970393513,51.50250897869243
SE1 2EY,-0.07948613528908928,51.50276911284679
SE1 2EZ,-0.07617731150675702,51.500592627358564
SE1 2FB,-0.08289587091714426,51.50392199716186
SE1 2HB,-0.08488451795100951,51.50563610145947
SE1 2HD,-0.08338466921888348,51.50566555530105
SE1 2HG,-0.07441580231224057,51.500338902104836
SE1 2HH,-0.07370423560574377,51.49910422219359
SE1 2HJ,-0.08217206184787501,51.50571767269024
SE1 2HL,-0.08350326184297127,51.50558656008882
SE1 2HP,-0.08360820832428324,51.50548935660604
SE1 2HQ,-0.07259901445316372,51.49934684818585
SE1 2HU,-0.08217206184787501,51.50571767269024
SE1 2HZ,-0.08073521989861608,51.50390464249779
SE1 2JE,-0.07449690254611575,51.50149128657662
SE1 2JG,-0.074729172000277,51.50145013695668
SE1 2JH,-0.08148707545215733,51.50658774255559
SE1 2JJ,-0.074729172000277,51.50145013695668
SE1 2JL,-0.074729172000277,51.50145013695668
SE1 2JN,-0.07401455398168445,51.50165422535613
SE1 2JP,-0.08003796459479003,51.50369539263229
SE1 2JR,-0.07822590014142332,51.50327003868262
SE1 2JS,-0.08015163452152425,51.492762255029405
SE1 2JT,-0.08038907403418535,51.50528383581302
SE1 2JU,-0.07401455398168445,51.50165422535613
SE1 2JW,-0.07401455398168445,51.50165422535613
SE1 2JX,-0.07675296963331199,51.502319655456255
SE1 2LA,-0.07481972162664767,51.501010986086094
SE1 2LB,-0.07805569598256462,51.50252086419133
SE1 2LD,-0.0782663857639143,51.502650213177965
SE1 2LF,-0.07562611942111747,51.503416252183165
SE1 2LH,-0.07536239197050162,51.50351983553423
SE1 2LJ,-0.07572730514091315,51.5037506385224
SE1 2LL,-0.0770133056040888,51.50263866538953
SE1 2LN,-0.07624944400919274,51.50332756011139
SE1 2LP,-0.07572270826182753,51.50249159966227
SE1 2LR,-0.07574277152256226,51.502015321216994
SE1 2LS,-0.07541538852663106,51.501920023018194
SE1 2LT,-0.07604399178325151,51.5017055224033
SE1 2LX,-0.07486599732515964,51.503331836102525
SE1 2LY,-0.07506570772621837,51.50406351454891
SE1 2LZ,-0.07459279886632227,51.50366007717679
SE1 2NA,-0.07514713473129901,51.50247316146929
SE1 2NB,-0.07473904469728765,51.50258336646355
SE1 2ND,-0.07424266276411022,51.50239536449695
SE1 2NE,-0.07357577199045344,51.50249232281749
SE1 2NG,-0.0752786376517733,51.503113794162836
SE1 2NJ,-0.07514565674608267,51.5038759822753
SE1 2NL,-0.07480724467923812,51.502332693318365
SE1 2NN,-0.07336016509212161,51.502821507104045
SE1 2NP,-0.07336016509212161,51.502821507104045
SE1 2NQ,-0.0724140210523111,51.50236532220518
SE1 2NR,-0.0766797989369267,51.50166199593323
SE1 2NS,-0.07630276937298114,51.501377041429656
SE1 2NT,-0.07707463639349327,51.50186630781343
SE1 2NU,-0.07722734746258539,51.502003700630254
SE1 2NW,-0.0734113353215479,51.50126662790926
SE1 2NX,-0.07787342685307867,51.50240097322727
SE1 2NY,-0.07501035030110352,51.50264177567155
SE1 2NZ,-0.07565636630691018,51.50167218471604
SE1 2PA,-0.07374476681051628,51.502926743454665
SE1 2PB,-0.0724541944667146,51.50209620447926
SE1 2PD,-0.07530134598504219,51.50223289233705
SE1 2PF,-0.08807774452863566,51.50646156397212
SE1 2PG,-0.07262697836120977,51.50209904427034
SE1 2PJ,-0.07449503095099536,51.50324481254347
SE1 2PN,-0.07406987030710838,51.50068393293881
SE1 2PP,-0.07431920878390515,51.502972147715596
SE1 2PR,-0.08589118147364819,51.50637194203133
SE1 2PS,-0.0760963039361096,51.50217399565797
SE1 2PT,-0.0760963039361096,51.50217399565797
SE1 2PU,-0.07246897231535698,51.502087454769445
SE1 2PW,-0.0736204920624316,51.50109021176666
SE1 2PX,-0.07316504101684054,51.50164027073471
SE1 2PY,-0.07293541584237218,51.501960231351475
SE1 2PZ,-0.0736204920624316,51.50109021176666
SE1 2QF,-0.08548705289046786,51.5056998946013
SE1 2QG,-0.08485165461281301,51.506076201296715
SE1 2QH,-0.08072185171986643,51.503194009155024
SE1 2QJ,-0.08485165461281301,51.506076201296715
SE1 2QN,-0.08450514312834474,51.505405091216346
SE1 2QP,-0.08412501826368375,51.505192052627635
SE1 2QR,-0.07784815022923955,51.503686499819366
SE1 2QX,-0.07843624949611633,51.503750092839894
SE1 2RA,-0.07717098532889662,51.50334267316405
SE1 2RE,-0.07977353334598779,51.504158677932104
SE1 2RF,-0.07698911658417786,51.5035555133915
SE1 2RH,-0.08212623155471227,51.50372056909047
SE1 2RL,-0.07865117438894917,51.50446402888054
SE1 2RN,-0.07269069181903637,51.499905896371025
SE1 2RP,-0.07289491694529233,51.499846304308925
SE1 2RS,-0.08155716938442964,51.50423283165857
SE1 2RT,-0.08131205708686555,51.504579532705186
SE1 2RU,-0.08253054234404945,51.50370020252038
SE1 2RW,-0.07070650037281671,51.49878516487058
SE1 2RX,-0.07111644254419648,51.49897176050507
SE1 2RY,-0.07735171762269118,51.50315679180835
SE1 2RZ,-0.07771018079014483,51.50319863838841
SE1 2SA,-0.07741730893326765,51.50365245975988
SE1 2SB,-0.07758291327200705,51.50382603377238
SE1 2SD,-0.07739342772851793,51.503535164543315
SE1 2SE,-0.07821153313153872,51.50361152176988
SE1 2SF,-0.07758291327200705,51.50382603377238
SE1 2SG,-0.07731351378789358,51.50406441741065
SE1 2SH,-0.07145786609934389,51.49805113721626
SE1 2SW,-0.08677890420679846,51.50581989472138
SE1 2SX,-0.08710982491460402,51.50617600329081
SE1 2SY,-0.08720874364257195,51.506222579565865
SE1 2TF,-0.08357429138358222,51.50458055138829
SE1 2TH,-0.08247835457662984,51.50425688961855
SE1 2TU,-0.08154648741415371,51.503801012702944
SE1 2TZ,-0.07944146854737096,51.50314607022438
SE1 2UD,-0.07986626275072423,51.503323885311254
SE1 2UF,-0.07755970626470836,51.502665608779076
SE1 2UN,-0.07708035836235201,51.502414949972895
SE1 2UP,-0.07657873082636832,51.50337792414033
SE1 2UT,-0.08015163452152425,51.492762255029405
SE1 2UU,-0.08070584062200667,51.502546280614126
SE1 2UZ,-0.08015163452152425,51.492762255029405
SE1 2WA,-0.08015163452152425,51.492762255029405
SE1 2XA,-0.07827697134305402,51.502398594013684
SE1 2XB,-0.07570330614468232,51.50055787269875
SE1 2XD,-0.07757891108654327,51.50118214535301
SE1 2XE,-0.07620082733417609,51.5010606282495
